课程号,课序号,课程名,开课系所,容量,选课人数,余量,总学时,学分,星期,节次,持续节次,上课地点,上课周次,教师号1,教师名1,教师号2,教师名2,面向学生
60L008T,19,体育I,体育部,30,0,30,32,2,3,2,2,主校区图书馆东侧操场,2-17周上,2419,王虹,,,
60L008T,20,体育I,体育部,30,0,30,32,2,3,1,2,主校区图书馆东侧操场,2-17周上,2422,吴惠,,,
60L008T,21,体育I,体育部,30,0,30,32,2,5,1,2,主校区图书馆东侧操场,2-17周上,6398,伍嶺,,,电子1101 电子1102 电子1103 自动化1101 自动化1102 自动化1103 自动化1104 自动化1105 自动化1106 *
60L008T,22,体育I,体育部,30,0,30,32,2,3,2,2,主校区图书馆东侧操场,2-17周上,2423,王金连,,,
60L008T,23,体育I,体育部,30,0,30,32,2,3,1,2,主校区图书馆东侧操场,2-17周上,6134,王利利,,,
60L008T,24,体育I,体育部,30,0,30,32,2,2,4,2,主校区图书馆东侧操场,2-17周上,6276,杨杨,,,
60L008T,25,体育I,体育部,30,0,30,32,2,2,1,2,主校区图书馆东侧操场,2-17周上,6803,杨建国,,,
60L008T,26,体育I,体育部,30,0,30,32,2,2,2,2,主校区图书馆东侧操场,2-17周上,2418,袁为民,,,
60L008T,27,体育I,体育部,30,0,30,32,2,1,2,2,主校区图书馆东侧操场,2-17周上,7285,杨亚丹,,,
60L008T,28,体育I,体育部,30,0,30,32,2,2,4,2,主校区图书馆东侧操场,2-17周上,6399,赵旸,,,
60L008T,29,体育I,体育部,30,0,30,32,2,2,1,2,主校区图书馆东侧操场,2-17周上,5865,周兴伟,,,
60L008T,30,体育I,体育部,30,0,30,32,2,2,2,2,主校区图书馆东侧操场,2-17周上,6275,周艳茹,,,
60L008T,31,体育I,体育部,30,0,30,32,2,1,4,2,主校区图书馆东侧操场,2-17周上,7703,太玉,,,
60L008T,32,体育I,体育部,30,0,30,32,2,5,1,2,主校区图书馆东侧操场,2-17周上,7789,林立文,,,
60L008T,33,体育I,体育部,30,0,30,32,2,2,1,2,主校区图书馆东侧操场,2-17周上,7818,刘文洁,,,
60L008T,34,体育I,体育部,30,0,30,32,2,3,1,2,主校区图书馆东侧操场,2-17周上,7966,郑超,,,
60L008T,36,体育I,体育部,30,0,30,32,2,3,4,2,主校区图书馆东侧操场,2-17周上,8035,梁凤波,,,
60L008T,37,体育I,体育部,30,0,30,32,2,3,2,2,主校区图书馆东侧操场,2-17周上,2415,别春香,,,
60L008T,38,体育I,体育部,30,0,30,32,2,3,4,2,主校区图书馆东侧操场,2-17周上,2415,别春香,,,
60L008T,39,体育I,体育部,30,0,30,32,2,4,2,2,主校区图书馆东侧操场,2-17周上,6799,白雪清,,,
60L008T,40,体育I,体育部,30,0,30,32,2,3,4,2,主校区图书馆东侧操场,2-17周上,2403,陈星飚,,,
60L008T,41,体育I,体育部,30,0,30,32,2,5,4,2,主校区图书馆东侧操场,2-17周上,6003,陈永发,,,
60L008T,42,体育I,体育部,30,0,30,32,2,4,1,2,主校区图书馆东侧操场,2-17周上,2420,丁健,,,
60L008T,43,体育I,体育部,30,0,30,32,2,4,2,2,主校区图书馆东侧操场,2-17周上,2420,丁健,,,机电1108 机电1109 机电1110 机电1111 机电1112 机电1113 机电1114 机电1115 *
60L008T,44,体育I,体育部,30,0,30,32,2,1,4,2,主校区图书馆东侧操场,2-17周上,6801,海健,,,
60L008T,45,体育I,体育部,30,0,30,32,2,2,4,2,主校区图书馆东侧操场,2-17周上,6801,海健,,,
60L008T,46,体育I,体育部,30,0,30,32,2,5,2,2,主校区图书馆东侧操场,2-17周上,6801,海健,,,
60L008T,47,体育I,体育部,30,0,30,32,2,2,2,2,主校区图书馆东侧操场,2-17周上,2416,韩松,,,
60L008T,48,体育I,体育部,30,0,30,32,2,4,2,2,主校区图书馆东侧操场,2-17周上,2416,韩松,,,
60L008T,49,体育I,体育部,30,0,30,32,2,3,2,2,主校区图书馆东侧操场,2-17周上,5768,侯君吉,,,
60L008T,50,体育I,体育部,30,0,30,32,2,3,4,2,主校区图书馆东侧操场,2-17周上,5768,侯君吉,,,
60L008T,51,体育I,体育部,30,0,30,32,2,3,1,2,主校区图书馆东侧操场,2-17周上,5726,蒋涛,,,
60L008T,52,体育I,体育部,30,0,30,32,2,3,2,2,主校区图书馆东侧操场,2-17周上,5726,蒋涛,,,
60L008T,53,体育I,体育部,30,0,30,32,2,2,2,2,主校区图书馆东侧操场,2-17周上,6385,刘娣,,,
60L008T,54,体育I,体育部,30,0,30,32,2,5,1,2,主校区图书馆东侧操场,2-17周上,6385,刘娣,,,
60L008T,55,体育I,体育部,30,0,30,32,2,4,1,2,主校区图书馆东侧操场,2-17周上,2412,李年,,,
60L008T,56,体育I,体育部,30,0,30,32,2,4,2,2,主校区图书馆东侧操场,2-17周上,2412,李年,,,
60L008T,57,体育I,体育部,30,0,30,32,2,2,2,2,主校区图书馆东侧操场,2-17周上,5725,李强,,,
60L008T,58,体育I,体育部,30,0,30,32,2,5,1,2,主校区图书馆东侧操场,2-17周上,5725,李强,,,
60L008T,59,体育I,体育部,30,0,30,32,2,5,2,2,主校区图书馆东侧操场,2-17周上,5725,李强,,,
60L008T,60,体育I,体育部,30,0,30,32,2,5,2,2,主校区图书馆东侧操场,2-17周上,5701,梁长缨,,,
60L008T,61,体育I,体育部,30,0,30,32,2,5,4,2,主校区图书馆东侧操场,2-17周上,5701,梁长缨,,,
60L008T,62,体育I,体育部,30,0,30,32,2,5,1,2,主校区图书馆东侧操场,2-17周上,6397,廖生波,,,
60L008T,63,体育I,体育部,30,0,30,32,2,5,2,2,主校区图书馆东侧操场,2-17周上,6397,廖生波,,,
60L008T,64,体育I,体育部,30,0,30,32,2,5,4,2,主校区图书馆东侧操场,2-17周上,2421,留森华,,,
60L008T,65,体育I,体育部,30,0,30,32,2,2,4,2,主校区图书馆东侧操场,2-17周上,6800,刘绍武,,,
60L008T,66,体育I,体育部,30,0,30,32,2,3,1,2,主校区图书馆东侧操场,2-17周上,6800,刘绍武,,,
60L008T,67,体育I,体育部,30,0,30,32,2,3,2,2,主校区图书馆东侧操场,2-17周上,6800,刘绍武,,,
60L008T,68,体育I,体育部,30,0,30,32,2,5,1,2,主校区图书馆东侧操场,2-17周上,6800,刘绍武,,,
60L008T,69,体育I,体育部,30,0,30,32,2,5,2,2,主校区图书馆东侧操场,2-17周上,6800,刘绍武,,,
60L008T,70,体育I,体育部,30,0,30,32,2,2,2,2,主校区图书馆东侧操场,2-17周上,6806,宋凤娟,,,
60L008T,71,体育I,体育部,30,0,30,32,2,2,4,2,主校区图书馆东侧操场,2-17周上,6806,宋凤娟,,,
60L008T,72,体育I,体育部,30,0,30,32,2,5,4,2,主校区图书馆东侧操场,2-17周上,6806,宋凤娟,,,
60L008T,73,体育I,体育部,30,0,30,32,2,4,1,2,主校区图书馆东侧操场,2-17周上,2419,王虹,,,
60L008T,74,体育I,体育部,30,0,30,32,2,4,2,2,主校区图书馆东侧操场,2-17周上,2419,王虹,,,
60L008T,75,体育I,体育部,30,0,30,32,2,4,1,2,主校区图书馆东侧操场,2-17周上,2422,吴惠,,,
60L008T,76,体育I,体育部,30,0,30,32,2,4,2,2,主校区图书馆东侧操场,2-17周上,2422,吴惠,,,
60L008T,77,体育I,体育部,30,0,30,32,2,5,2,2,主校区图书馆东侧操场,2-17周上,6398,伍嶺,,,
60L008T,78,体育I,体育部,30,0,30,32,2,5,4,2,主校区图书馆东侧操场,2-17周上,6398,伍嶺,,,
60L008T,79,体育I,体育部,30,0,30,32,2,3,4,2,主校区图书馆东侧操场,2-17周上,2423,王金连,,,
60L008T,80,体育I,体育部,30,0,30,32,2,4,1,2,主校区图书馆东侧操场,2-17周上,2423,王金连,,,
60L008T,81,体育I,体育部,30,0,30,32,2,4,2,2,主校区图书馆东侧操场,2-17周上,2423,王金连,,,
60L008T,82,体育I,体育部,30,0,30,32,2,5,1,2,主校区图书馆东侧操场,2-17周上,6134,王利利,,,
60L008T,83,体育I,体育部,30,0,30,32,2,5,2,2,主校区图书馆东侧操场,2-17周上,6134,王利利,,,
60L008T,84,体育I,体育部,30,0,30,32,2,3,1,2,主校区图书馆东侧操场,2-17周上,6276,杨杨,,,
60L008T,85,体育I,体育部,30,0,30,32,2,3,2,2,主校区图书馆东侧操场,2-17周上,6276,杨杨,,,
60L008T,86,体育I,体育部,30,0,30,32,2,3,4,2,主校区图书馆东侧操场,2-17周上,6276,杨杨,,,
60L008T,87,体育I,体育部,30,0,30,32,2,2,2,2,主校区图书馆东侧操场,2-17周上,6803,杨建国,,,
60L008T,88,体育I,体育部,30,0,30,32,2,5,2,2,主校区图书馆东侧操场,2-17周上,6803,杨建国,,,
60L008T,89,体育I,体育部,30,0,30,32,2,4,1,2,主校区图书馆东侧操场,2-17周上,2418,袁为民,,,
60L008T,90,体育I,体育部,30,0,30,32,2,4,2,2,主校区图书馆东侧操场,2-17周上,2418,袁为民,,,
60L008T,91,体育I,体育部,30,0,30,32,2,1,4,2,主校区图书馆东侧操场,2-17周上,7285,杨亚丹,,,
60L008T,92,体育I,体育部,30,0,30,32,2,3,1,2,主校区图书馆东侧操场,2-17周上,7285,杨亚丹,,,
60L008T,93,体育I,体育部,30,0,30,32,2,3,1,2,主校区图书馆东侧操场,2-17周上,6399,赵旸,,,
60L008T,94,体育I,体育部,30,0,30,32,2,3,2,2,主校区图书馆东侧操场,2-17周上,6399,赵旸,,,
60L008T,95,体育I,体育部,30,0,30,32,2,5,1,2,主校区图书馆东侧操场,2-17周上,6399,赵旸,,,
60L008T,96,体育I,体育部,30,0,30,32,2,2,2,2,主校区图书馆东侧操场,2-17周上,5865,周兴伟,,,
60L008T,97,体育I,体育部,30,0,30,32,2,3,1,2,主校区图书馆东侧操场,2-17周上,5865,周兴伟,,,
60L008T,98,体育I,体育部,30,0,30,32,2,3,4,2,主校区图书馆东侧操场,2-17周上,6275,周艳茹,,,
60L008T,99,体育I,体育部,30,0,30,32,2,5,2,2,主校区图书馆东侧操场,2-17周上,6275,周艳茹,,,
60L043T,01,创新实践论,人文,120,50,70,32,2,2,5,2,主校区思源西楼SX105,1-16周,1568,魏发辰,,,
60L057T,01,大学语文,人文,90,90,0,64,4,1,6,2,主校区逸夫教学楼YF512,1-16周,6822,陆晓春,,,
60L057T,01,大学语文,人文,90,90,0,64,4,4,6,2,主校区逸夫教学楼YF512,1-16周,6822,陆晓春,,,
60L057T,02,大学语文,人文,90,90,0,64,4,2,6,2,主校区逸夫教学楼YF508,1-16周,6822,陆晓春,,,
60L057T,02,大学语文,人文,90,90,0,64,4,5,6,2,主校区逸夫教学楼YF508,1-16周,6822,陆晓春,,,
60L057T,03,大学语文,人文,90,81,9,64,4,2,4,2,主校区第九教学楼东203,1-16周,6822,陆晓春,,,
60L057T,03,大学语文,人文,90,81,9,64,4,4,4,2,主校区思源西楼SX201,1-16周,6822,陆晓春,,,
60L064T,01,大学实用写作,人文,120,120,0,32,2,4,6,2,主校区逸夫教学楼YF505,1-16周,1574,杨学萍,,,
60L079T,01,中国现当代文学鉴赏,人文,120,91,29,32,2,1,4,2,主校区逸夫教学楼YF505,1-16周,8277,宋颖,,,
60L079T,02,中国现当代文学鉴赏,人文,120,120,0,32,2,1,5,2,主校区第九教学楼东102,1-16周,8277,宋颖,,,
60L079T,03,中国现当代文学鉴赏,人文,120,120,0,32,2,2,4,2,主校区第九教学楼东101,1-16周,8277,宋颖,,,
60L079T,04,中国现当代文学鉴赏,人文,120,120,0,32,2,2,5,2,主校区逸夫教学楼YF411,1-16周,8277,宋颖,,,
60L101T,01,世界文明史,人文,120,39,81,32,2,1,4,2,主校区逸夫教学楼YF606,1-16周,7693,王玉萍,,,
60L101T,02,世界文明史,人文,120,120,0,32,2,1,5,2,主校区逸夫教学楼YF411,1-16周,7693,王玉萍,,,
60L101T,03,世界文明史,人文,120,100,20,32,2,2,4,2,主校区第九教学楼东102,1-16周,7693,王玉萍,,,
60L101T,04,世界文明史,人文,120,86,34,32,2,2,5,2,主校区思源西楼SX107,1-16周,7693,王玉萍,,,
60L106T,01,中国法律文化概论,人文,120,21,99,32,2,1,4,2,主校区逸夫教学楼YF611,1-16周,5704,颜吾芟,,,
60L107T,01,中国历史文化概论,人文,120,45,75,32,2,2,4,2,主校区逸夫教学楼YF510,1-16周,5704,颜吾芟,,,
60L107T,02,中国历史文化概论,人文,120,53,67,32,2,3,4,2,主校区逸夫教学楼YF305,1-16周,5704,颜吾芟,,,
60L119T,01,中国现代人物选讲,人文,150,150,0,32,2,4,6,2,主校区思源西楼SX107,1-16周,1583,白夜,,,
60L144T,01,西方文学史,人文,90,90,0,32,2,1,6,2,主校区逸夫教学楼YF307,1-16周,1577,童晓峰,,,
60L144T,02,西方文学史,人文,90,71,19,32,2,2,4,2,主校区思源东楼SD203,1-16周,1577,童晓峰,,,
60L144T,03,西方文学史,人文,90,87,3,32,2,2,6,2,主校区逸夫教学楼YF415,1-16周,1577,童晓峰,,,
60L145T,01,东方文学史,人文,90,90,0,32,2,4,6,2,主校区逸夫教学楼YF207,1-16周,1577,童晓峰,,,
60L145T,02,东方文学史,人文,90,90,0,32,2,5,6,2,主校区逸夫教学楼YF413,1-16周,1577,童晓峰,,,
60L145T,03,东方文学史,人文,90,16,74,32,2,5,4,2,主校区第九教学楼东203,1-16周,1577,童晓峰,,,
60L154T,01,影像与中国文学,人文,120,120,0,32,2,1,6,2,主校区逸夫教学楼YF606,1-16周,1564,田卫平,,,
60L154T,02,影像与中国文学,人文,120,120,0,32,2,2,6,2,主校区逸夫教学楼YF505,1-16周,1564,田卫平,,,
60L154T,03,影像与中国文学,人文,120,120,0,32,2,4,6,2,主校区逸夫教学楼YF606,1-16周,1564,田卫平,,,
60L182T,01,俄罗斯影片赏析,语言,60,60,0,32,2,3,4,2,主校区逸夫教学楼YF609,1-16周,1485,谢萍,,,
60L182T,02,俄罗斯影片赏析,语言,60,43,17,32,2,5,4,2,主校区思源西楼SX407,1-16周,1485,谢萍,,,
60L182T,03,俄罗斯影片赏析,语言,60,60,0,32,2,4,4,2,主校区思源西楼SX507,1-16周,1485,谢萍,,,
60L182T,04,俄罗斯影片赏析,语言,60,60,0,32,2,2,5,2,主校区思源东楼SD104,1-16周,1485,谢萍,,,
60L186T,01,俄罗斯文化,语言,60,47,13,32,2,1,4,2,主校区逸夫教学楼YF609,1-16周,1485,谢萍,,,
60L196Q,01,唐宋诗词鉴赏,人文,120,120,0,32,2,3,4,2,主校区逸夫教学楼YF406,1-16周,1564,田卫平,,,
60L196Q,02,唐宋诗词鉴赏,人文,120,57,63,32,2,5,4,2,主校区思源东楼SD106,1-16周,1564,田卫平,,,
60L221T,01,人生哲学概论,人文,150,150,0,32,2,4,6,2,主校区思源西楼SX305,1-16周,7465,于维敏,,,
60L251T,01,合同法实务,人文,150,150,0,32,2,1,6,2,主校区思源西楼SX305,1-16周,6984,王世海,,,
60L253T,01,公司法实务,人文,150,113,37,32,2,2,6,2,主校区思源西楼SX305,1-16周,6985,张艳红,,,
60L260T,01,社会学概论,人文,150,90,60,32,2,4,6,2,主校区思源西楼SX205,1-16周,6176,张瑞霖,,,
60L268T,01,毛泽东生平研究,人文,150,150,0,32,2,2,6,2,主校区思源西楼SX107,1-16周,1578,朱晓菊,,,
60L282T,01,国学概论,人文,120,24,96,32,2,4,2,2,主校区逸夫教学楼YF406,1-16周,8392,孔德立,,,
60L282T,02,国学概论,人文,120,9,111,32,2,4,4,2,主校区思源西楼SX305,1-16周,8392,孔德立,,,
60L282T,03,国学概论,人文,120,45,75,32,2,4,6,2,主校区逸夫教学楼YF510,1-16周,8392,孔德立,,,
60L283T,01,先秦诸子概论,人文,120,34,86,32,2,7,4,2,主校区思源楼SY208,3-13周上,8392,孔德立,,,
60L283T,02,先秦诸子概论,人文,120,26,94,32,2,2,4,2,主校区逸夫教学楼YF611,1-16周,8392,孔德立,,,
60L283T,03,先秦诸子概论,人文,120,31,89,32,2,2,6,2,主校区第九教学楼东101,1-16周,8392,孔德立,,,
60L300Q,01,宪法学（A）,人文,5,3,2,64,4,2,5,2,东校区东教一楼DQ305,2-17周上,6173,栾志红,,,法学1101 法学1102 法学1103 *
60L300Q,01,宪法学（A）,人文,5,3,2,64,4,4,5,2,东校区东教一楼DQ203,2-17周上,6173,栾志红,,,法学1101 法学1102 法学1103 *
60L300Q,02,宪法学（A）,人文,5,3,2,64,4,1,2,2,主校区逸夫教学楼YF东707,2-17周上,6177,许庆彤,,,法学1104
60L300Q,02,宪法学（A）,人文,5,3,2,64,4,3,1,2,主校区逸夫教学楼YF东707,2-17周上,6177,许庆彤,,,法学1104
60L303Q,01,法学导论,人文,5,4,1,32,2,2,1,2,东校区东教一楼DQ302,2-17周上,6178,陈力铭,,,法学1101 法学1102 法学1103 *
60L303Q,02,法学导论,人文,5,3,2,32,2,2,2,2,东校区东教一楼DQ203,2-17周上,8262,徐宗立,,,法学1104
60L306Q,02,国际私法(A),人文,85,71,14,64,4,2,2,2,主校区逸夫教学楼YF205,1-16周,6226,贺旭红,,,法学0901 法学0902 法学0903 *
60L306Q,02,国际私法(A),人文,85,71,14,64,4,4,1,2,主校区逸夫教学楼YF205,1-16周,6226,贺旭红,,,法学0901 法学0902 法学0903 *
60L306Q,03,国际私法(A),人文,38,27,11,64,4,2,2,2,主校区逸夫教学楼YF204,1-16周,8360,夏晓红,,,法学0904
60L306Q,03,国际私法(A),人文,38,27,11,64,4,4,1,2,主校区逸夫教学楼YF204,1-16周,8360,夏晓红,,,法学0904
60L313Q,01,债权法,人文,90,75,15,64,4,1,1,2,主校区逸夫教学楼YF413,1-16周,7841,吴文嫔,,,法学1001 法学1002 法学1003 *
60L313Q,01,债权法,人文,90,75,15,64,4,4,1,2,主校区逸夫教学楼YF413,1-16周,7841,吴文嫔,,,法学1001 法学1002 法学1003 *
60L313Q,02,债权法,人文,26,14,12,64,4,1,1,2,主校区机械楼Z109,1-16周,1584,张长青,,,法学1004
60L313Q,02,债权法,人文,26,14,12,64,4,4,1,2,主校区机械楼Z109,1-16周,1584,张长青,,,法学1004
60L318Q,01,物权法,人文,95,73,22,64,4,2,2,2,主校区思源西楼SX302,1-16周,7692,徐晓峰,,,法学1001 法学1002 法学1003 *
60L318Q,01,物权法,人文,95,73,22,64,4,5,2,2,主校区思源西楼SX302,1-16周,7692,徐晓峰,,,法学1001 法学1002 法学1003 *
60L318Q,02,物权法,人文,21,19,2,64,4,1,4,2,主校区机械楼Z305,1-16周,7843,张保华,,,法学1004
60L318Q,02,物权法,人文,21,19,2,64,4,4,2,2,主校区机械楼Z305,1-16周,7843,张保华,,,法学1004
60L322Q,01,刑法总论,人文,13,7,6,64,4,1,2,2,主校区逸夫教学楼YF510,2-17周上,5875,高晓莹,,,法学1101 法学1102 法学1103 *
60L322Q,01,刑法总论,人文,13,7,6,64,4,3,1,2,主校区逸夫教学楼YF510,2-17周上,5875,高晓莹,,,法学1101 法学1102 法学1103 *
60L322Q,02,刑法总论,人文,5,2,3,64,4,2,1,2,东校区东教一楼DQ408,2-17周上,5875,高晓莹,,,法学1104
60L322Q,02,刑法总论,人文,5,2,3,64,4,5,1,2,东校区东教一楼DQ107,2-17周上,5875,高晓莹,,,法学1104
60L323Q,01,刑事诉讼法,人文,93,84,9,64,4,1,2,2,主校区逸夫教学楼YF505,1-16周,1587,南玉霞,,,法学1001 法学1002 法学1003 *
60L323Q,01,刑事诉讼法,人文,93,84,9,64,4,4,4,2,主校区逸夫教学楼YF505,1-16周,1587,南玉霞,,,法学1001 法学1002 法学1003 *
60L323Q,02,刑事诉讼法,人文,25,14,11,64,4,1,2,2,主校区逸夫教学楼YF204,1-16周,8186,陶杨,,,法学1004
60L323Q,02,刑事诉讼法,人文,25,14,11,64,4,4,4,2,主校区逸夫教学楼YF204,1-16周,8186,陶杨,,,法学1004
60L328Q,01,英语泛读Ⅰ,语言,5,1,4,32,2,2,4,2,东校区东教一楼DQ505,2-17周上,6200,王建荣,,,英语1101
60L328Q,02,英语泛读Ⅰ,语言,5,1,4,32,2,5,4,2,东校区东教一楼DQ309,2-17周上,6200,王建荣,,,英语1102
60L328Q,03,英语泛读Ⅰ,语言,5,0,5,32,2,5,5,2,东校区东教一楼DQ408,2-17周上,6200,王建荣,,,西语1101
60L331Q,01,英语会话Ⅰ,语言,5,1,4,32,2,2,2,2,东校区东教一楼DQ314,2-17周上,rwjoe,joe,,,英语1101
60L331Q,02,英语会话Ⅰ,语言,5,3,2,32,2,2,4,2,东校区东教一楼DQ305,2-17周上,rwjoe,joe,,,英语1102
60L333Q,01,英语会话Ⅲ,语言,23,14,9,32,2,5,6,2,主校区机械楼Z305,1-16周,yy_wy9,matthew,,,外语1001 外语1002 外语1003 *
60L333Q,02,英语会话Ⅲ,语言,23,23,0,32,2,4,6,2,主校区机械楼Z305,1-16周,yy_wy9,matthew,,,外语1001 外语1002 外语1003 *
60L333Q,03,英语会话Ⅲ,语言,23,23,0,32,2,1,6,2,主校区机械楼Z305,1-16周,yy_wy9,matthew,,,外语1001 外语1002 外语1003 *
60L335Q,01,英语听力Ⅰ,语言,5,2,3,32,2,4,2,2,东校区东教一楼DQ302,2-17周上,6435,张宏,,,英语1101
60L335Q,02,英语听力Ⅰ,语言,5,5,0,32,2,4,2,2,东校区东教一楼DQ314,2-17周上,7284,姬晓彬,,,英语1102
60L335Q,03,英语听力Ⅰ,语言,5,0,5,32,2,4,2,2,东校区东教一楼DQ408,2-17周上,7264,陈英,,,西语1101
60L337Q,01,英语听力Ⅲ,语言,33,32,1,32,2,1,1,2,主校区机械楼Z107,1-16周,7627,马莉,,,外语1001 外语1002 外语1003 *
60L337Q,02,英语听力Ⅲ,语言,33,21,12,32,2,1,1,2,主校区机械楼Z108,1-16周,6316,张军学,,,外语1001 外语1002 外语1003 *
60L341Q,01,英语语音,语言,5,4,1,32,2,5,4,2,主校区机械楼Z104,2-17周上,7283,戴江雯,,,英语1101
60L341Q,02,英语语音,语言,5,1,4,32,2,2,2,2,东校区东教一楼DQ408,2-17周上,7283,戴江雯,,,英语1102
60L342Q,01,英语专业导论I,语言,5,1,4,8,0.5,1,5,2,东校区东教一楼DQ102,2-5周上,7394,李树春,,,英语1101 英语1102
60L345Q,01,知识产权法(A),人文,90,81,9,48,3,1,4,2,主校区思源西楼SX404,1-16周,8361,马宁,,,法学1001 法学1002 法学1003 *
60L345Q,01,知识产权法(A),人文,90,81,9,48,3,3,1,2,主校区思源西楼SX404,"1,3,5,7,9,11,13,15周",8361,马宁,,,法学1001 法学1002 法学1003 *
60L345Q,02,知识产权法(A),人文,25,18,7,48,3,3,1,2,主校区机械楼Z305,"1,3,5,7,9,11,13,15周",6055,张春雨,,,法学1004
60L345Q,02,知识产权法(A),人文,25,18,7,48,3,5,2,2,主校区机械楼Z305,1-16周,6055,张春雨,,,法学1004
60L348Q,01,商法 II,人文,86,75,11,32,2,3,1,2,主校区思源西楼SX405,1-16周,7668,李文华,,,法学0901 法学0902 法学0903 *
60L348Q,02,商法 II,人文,26,23,3,32,2,1,1,2,主校区机械楼Z101,1-16周,7668,李文华,,,法学0904
60L349Q,01,经济法 I,人文,80,67,13,64,4,2,1,2,主校区逸夫教学楼YF414,1-16周,5997,郑翔,,,法学0901 法学0902 法学0903 *
60L349Q,01,经济法 I,人文,80,67,13,64,4,5,1,2,主校区逸夫教学楼YF414,1-16周,5997,郑翔,,,法学0901 法学0902 法学0903 *
60L349Q,02,经济法 I,人文,32,27,5,64,4,2,1,2,主校区机械楼Z109,1-16周,8190,孙向齐,,,法学0904
60L349Q,02,经济法 I,人文,32,27,5,64,4,5,1,2,主校区机械楼Z109,1-16周,8190,孙向齐,,,法学0904
60L352Q,01,交通运输法概论,人文,112,96,16,48,3,1,4,2,主校区思源西楼SX401,1-16周,8190,孙向齐,,,法学0901 法学0902 法学0903 法学0904 *
60L352Q,01,交通运输法概论,人文,112,96,16,48,3,3,2,2,主校区思源西楼SX401,"2,4,6,8,10,12,14,16周上",8190,孙向齐,,,法学0901 法学0902 法学0903 法学0904 *
60L357Q,01,英美侵权法,人文,96,81,15,32,2,4,2,2,主校区思源东楼SD206,1-16周,7953,高建学,,,法学0901 法学0902 法学0903 法学0904 *
60L363Q,01,综合英语Ⅰ,语言,5,1,4,96,6,2,1,2,主校区机械楼Z108,2-17周上,6435,张宏,,,英语1101
60L363Q,01,综合英语Ⅰ,语言,5,1,4,96,6,1,2,2,主校区机械楼Z108,2-17周上,6435,张宏,,,英语1101
60L363Q,01,综合英语Ⅰ,语言,5,1,4,96,6,3,1,2,主校区机械楼Z108,2-17周上,6435,张宏,,,英语1101
60L363Q,01,综合英语Ⅰ,语言,5,1,4,96,6,4,4,2,东校区东教一楼DQ203,"2,4,6,8,10,12,14,16周上",6435,张宏,,,英语1101
60L363Q,02,综合英语Ⅰ,语言,5,4,1,96,6,4,4,2,东校区东教一楼DQ210,"2,4,6,8,10,12,14,16周上",7284,姬晓彬,,,英语1102
60L363Q,02,综合英语Ⅰ,语言,5,4,1,96,6,3,1,2,主校区机械楼Z105,2-17周上,7284,姬晓彬,,,英语1102
60L363Q,02,综合英语Ⅰ,语言,5,4,1,96,6,2,1,2,主校区机械楼Z105,2-17周上,7284,姬晓彬,,,英语1102
60L363Q,02,综合英语Ⅰ,语言,5,4,1,96,6,1,2,2,主校区机械楼Z105,2-17周上,7284,姬晓彬,,,英语1102
60L365Q,01,综合英语Ⅲ,语言,33,33,0,96,6,1,2,2,主校区机械楼Z106,1-16周,6000,刘小燕,,,外语1001 外语1002 外语1003 *
60L365Q,01,综合英语Ⅲ,语言,33,33,0,96,6,2,4,2,主校区机械楼Z207,"2,4,6,8,10,12,14,16周上",6000,刘小燕,,,外语1001 外语1002 外语1003 *
60L365Q,01,综合英语Ⅲ,语言,33,33,0,96,6,5,4,2,主校区机械楼Z106,1-16周,6000,刘小燕,,,外语1001 外语1002 外语1003 *
60L365Q,01,综合英语Ⅲ,语言,33,33,0,96,6,3,1,2,主校区机械楼Z106,1-16周,6000,刘小燕,,,外语1001 外语1002 外语1003 *
60L365Q,02,综合英语Ⅲ,语言,33,32,1,96,6,2,4,2,主校区机械楼Z201,"2,4,6,8,10,12,14,16周上",7627,马莉,,,外语1001 外语1002 外语1003 *
60L365Q,02,综合英语Ⅲ,语言,33,32,1,96,6,1,2,2,主校区机械楼Z201,1-16周,7627,马莉,,,外语1001 外语1002 外语1003 *
60L365Q,02,综合英语Ⅲ,语言,33,32,1,96,6,5,4,2,主校区机械楼Z201,1-16周,7627,马莉,,,外语1001 外语1002 外语1003 *
60L365Q,02,综合英语Ⅲ,语言,33,32,1,96,6,3,1,2,主校区机械楼Z201,1-16周,7627,马莉,,,外语1001 外语1002 外语1003 *
60L370Q,01,商法专题 II,人文,100,31,69,32,2,1,1,2,主校区逸夫教学楼YF604,1-16周,7279,毕颖,,,法学0801 法学0802 法学0803 法学0804 *
60L372Q,01,民法专题 II,人文,100,30,70,32,2,4,1,2,主校区逸夫教学楼YF505,1-16周,rw_mn,马宁,,,法学0801 法学0802 法学0803 法学0804 *
60L373Q,01,综合英语 I,语言,5,0,5,64,4,2,2,2,东校区东教一楼DQ410,2-17周上,6236,都平,,,传播1101
60L373Q,01,综合英语 I,语言,5,0,5,64,4,4,1,2,东校区东教一楼DQ410,2-17周上,6236,都平,,,传播1101
60L373Q,02,综合英语 I,语言,5,1,4,64,4,4,4,2,东校区东教一楼DQ410,2-17周上,6236,都平,,,传播1102
60L373Q,02,综合英语 I,语言,5,1,4,64,4,2,1,2,东校区东教一楼DQ410,2-17周上,6236,都平,,,传播1102
60L373Q,03,综合英语 I,语言,5,2,3,64,4,1,2,2,主校区机械楼Z104,2-17周上,6238,孙贺,,,西语1101
